#800 0 1.600000
0.0000000000e+00 7.0877500000e+10 1.2677700000e+09
2.0000000000e-03 34989400000000 1.1266100000e+09
4.0000000000e-03 16820675000000 9.8905100000e+08
6.0000000000e-03 1.04649e+13 8.5868000000e+08
8.0000000000e-03 6622336111125 7.3909200000e+08
1.0000000000e-02 4732399876500 6.3388400000e+08
1.2000000000e-02 3477596182000 5.4559000000e+08
1.4000000000e-02 2607928903500 4.7251000000e+08
1.6000000000e-02 1985009350625 4.1188200000e+08
1.8000000000e-02 1554277205000 3.6094600000e+08
2.0000000000e-02 1233136656300 3.1694200000e+08
2.2000000000e-02 9.87186e+11 2.7754200000e+08
2.4000000000e-02 7.94889e+11 2.4215400000e+08
2.6000000000e-02 6.43685e+11 2.1061900000e+08
2.8000000000e-02 5.2261e+11 1.8277700000e+08
3.0000000000e-02 4.25243e+11 1.5847100000e+08
3.2000000000e-02 3.47074e+11 1.3749900000e+08
3.4000000000e-02 2.84421e+11 1.1949600000e+08
3.6000000000e-02 2.33989e+11 1.0405600000e+08
3.8000000000e-02 1.93278e+11 9.0771300000e+07
4.0000000000e-02 1.60261e+11 7.9235500000e+07
4.2000000000e-02 1.33243e+11 6.9090400000e+07
4.4000000000e-02 1.10959e+11 6.0171700000e+07
4.6000000000e-02 9.25367e+10 5.2363900000e+07
4.8000000000e-02 7.72692e+10 4.5551100000e+07
5.0000000000e-02 64590844598 3.9617800000e+07
5.2000000000e-02 5.40561e+10 3.4453900000e+07
5.4000000000e-02 4.53037e+10 2.9972400000e+07
5.6000000000e-02 38027963750 2.6091900000e+07
5.8000000000e-02 3.19734e+10 2.2731200000e+07
6.0000000000e-02 2.69252e+10 1.9808900000e+07
6.2000000000e-02 2.26997e+10 1.7251400000e+07
6.4000000000e-02 1.91523e+10 1.5016600000e+07
6.6000000000e-02 1.61726e+10 1.3070100000e+07
6.8000000000e-02 1.36676e+10 1.1377500000e+07
7.0000000000e-02 1.15594e+10 9.9044400000e+06
7.2000000000e-02 9.78279e+09 8.6191500000e+06
7.4000000000e-02 8.28469e+09 7.5001500000e+06
7.6000000000e-02 7.02163e+09 6.5285800000e+06
7.8000000000e-02 5.95637e+09 5.6855600000e+06
8.0000000000e-02 5.05697e+09 4.9522200000e+06
8.2000000000e-02 4.29589e+09 4.3113300000e+06
8.4000000000e-02 3.65089e+09 3.7522600000e+06
8.6000000000e-02 3.1044e+09 3.2660200000e+06
8.8000000000e-02 2.64127e+09 2.8436400000e+06
9.0000000000e-02 2248479840 2.4761100000e+06
9.2000000000e-02 1.91486e+09 2.1552000000e+06
9.4000000000e-02 1.6313e+09 1.8755500000e+06
9.6000000000e-02 1.39041e+09 1.6325500000e+06
9.8000000000e-02 1.18575e+09 1.4215900000e+06
1.0000000000e-01 1.01176e+09 1.2380600000e+06
1.0200000000e-01 8.63597e+08 1.0777200000e+06
1.0400000000e-01 7.37302e+08 9.3793100000e+05
1.0600000000e-01 6.2971e+08 8.1639900000e+05
1.0800000000e-01 5.38058e+08 7.1085700000e+05
1.1000000000e-01 4.5994e+08 6.1902900000e+05
1.1200000000e-01 3.93263e+08 5.3883000000e+05
1.1400000000e-01 3.36313e+08 4.6892400000e+05
1.1600000000e-01 2.87703e+08 4.0816700000e+05
1.1800000000e-01 2.46221e+08 3.5541300000e+05
1.2000000000e-01 2.10802e+08 3.0951500000e+05
1.2200000000e-01 1.80515e+08 2.6942500000e+05
1.2400000000e-01 1.54599e+08 2.3447400000e+05
1.2600000000e-01 1.3244e+08 2.0409300000e+05
1.2800000000e-01 1.13497e+08 1.7771200000e+05
1.3000000000e-01 9.72956e+07 1.5475900000e+05
